"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
9.5,0.000,0.9,18.5,0.000,6.2
3.17,0.000,0.5,16.1,0.000,5
5.83,1.000,0,19.1,0.000,9.5
12.79,0.000,1.2,17.6,0.000,3.8
17.46,0.000,0.1,19.8,0.000,10.5
9.67,0.000,5.5,17.8,0.000,12.5
2.88,0.000,2.6,16.8,0.000,6
4.17,0.000,0,20,0.000,0.5
8.87,0.000,0,23,0.000,3.7
7,0.000,0.2,20,0.000,15
4.63,0.000,0.5,21.5,0.000,7.3
3.46,0.000,2,15.5,0.000,9
8.46,0.000,3.6,16.6,0.000,9
6.58,0.000,0,15.3,0.000,11.5
3.21,0.000,0,15.8,0.000,0.5
5.09,0.000,0,21.1,0.000,1
6.38,0.000,0,17.1,0.000,1.1
9.17,0.000,0,16.6,0.000,6.1
8.17,0.000,0,17.1,0.000,6.2
8.96,0.000,3.4,19.1,0.000,7
10.25,0.000,1.4,17.5,0.000,12.4
6.58,0.000,0.8,18.2,0.000,7.6
6.13,1.000,0,19.5,0.000,9.5
7.62,0.000,4,22,0.000,11.6
12.5,0.000,0.3,19.8,0.000,11
14.67,0.000,0.3,19.2,0.000,13
15.67,0.000,0,21.9,0.000,9.4
16.38,0.000,0,19,0.000,9.4
6.75,0.000,0,18.6,0.000,9
3.83,0.000,0,17.8,0.000,1.5
7.96,0.000,0,22.1,0.000,6.5
11.96,0.000,1.2,21.2,0.000,9.3
13.04,0.000,5.3,18.1,0.000,9.1
15.41,1.000,0,17,0.000,8.1
18.21,0.000,5.2,19,0.000,4
16.29,0.000,0,16,0.000,8
6.13,0.000,0.1,16.4,0.000,0.5
2.04,0.000,0,17.3,0.000,11
1.71,0.000,0.1,17.7,0.000,2.7
1.21,0.000,0,18,0.000,4.5
1.71,1.000,0,19.5,0.000,0.6
1.83,1.000,0,16.8,0.000,1.5
2.71,1.000,0,16.5,0.000,-2
3.63,1.000,0,15.4,0.000,5.5
4.25,0.000,0.9,14.6,0.000,5
17.79,0.000,0.2,11.7,0.000,3.5
9.71,0.000,4.2,17,0.000,6.2
4.42,0.000,0,14.6,0.000,-1.5
3.79,0.000,3.2,13.4,0.000,-2.6
2.83,0.000,1.5,13.5,0.000,5.8
7.12,0.000,0.5,15.8,0.000,-1.6
4.75,0.000,3.2,14,0.000,2.9
2.83,0.000,0.2,15.4,0.000,5.8
5.79,0.000,0,12.8,0.000,-0.2
5.88,0.000,0.3,12.7,0.000,2.4
8.5,0.000,0,13.5,0.000,0.5
9.67,0.000,0,13,0.000,-0.5
5.91,0.000,0.9,8.3,0.000,-1.5
8.12,0.000,0,10.5,0.000,-7.5
7.62,0.000,0,11.2,0.000,-1.9
6,0.000,0,12,0.000,0.4
11.08,0.000,0.3,10.9,0.000,-1.8
14.79,0.000,0,9.5,0.000,-3.6
7.75,0.000,0,9.8,0.000,-2
5.46,0.000,0,10.6,0.000,-6.4
9.92,0.000,0.1,10.5,0.000,3.2
18.58,0.000,2.2,8.8,0.000,-5
13.79,0.000,0.6,8.2,0.667,-1
5.17,0.000,1.2,7.8,0.333,-8
5.63,0.000,2.9,8.6,0.000,-3.8
19.87,0.000,1.3,9.2,0.000,1
6.17,0.000,0,10,0.000,0.5
7.38,0.000,0,9.6,0.000,-1.5
8.71,0.000,0,9.3,0.000,-8.7
6.75,0.000,2.4,9,0.000,-8.3
7.96,1.000,0,11.3,0.000,-9.7
11.17,0.000,0.3,11.8,0.000,2.5
11.42,0.000,2.4,12.4,0.000,4
12.12,0.000,0.1,11.4,0.000,-5
23.09,0.000,4.5,11.2,0.000,4.5
21.87,0.000,0.3,6.9,0.000,3
13.92,0.000,0,7.9,0.000,-5.4
8.42,0.000,2.1,7.6,0.000,-6.1
2.92,0.000,0,8.6,0.000,-6.9
8.17,1.000,0,6.8,0.000,-5
5.33,0.000,1.3,5.4,0.333,-11.6
7.96,0.000,0.1,7.2,0.333,-9.5
12.12,0.000,0.6,10,0.000,-2.8
14.79,0.000,0.1,10.6,0.000,-3
16.75,0.000,2.4,9.8,0.000,-1
15.37,0.000,0,8.5,0.000,-5
19.38,0.000,4.7,9.1,0.000,-6.8
21.75,0.000,3.4,9.5,0.000,-3.6
14.5,0.000,0,6.3,0.000,-7
11.75,0.000,0,9.9,0.333,-9.5
14.96,0.000,0.2,11.5,0.000,-7.4
12.21,0.000,0,8.5,0.000,-5.5
15.09,0.000,2.9,11.5,0.000,-7.9
25.12,0.000,0.1,7.9,0.000,0.9
14.58,0.000,0.2,10,0.667,0.4
11.21,0.000,4.7,9,0.000,-7.7
13.33,0.000,2.6,5.6,0.000,0.4
14.25,1.000,0,9.8,0.000,-6.8
26,0.000,1.4,12.5,0.000,1.3
18.5,0.000,0.3,10.6,0.000,0
23.04,0.000,0.9,11.5,0.000,2.2
12.58,0.000,0,9.8,0.000,-6.8
17.16,0.000,0.1,10.4,0.000,-4.7
17.37,0.000,0.3,10.7,0.000,1.6
10.67,0.000,0,8.5,0.000,-0.6
4.96,0.000,0.1,9.6,0.333,-11.9
10.41,0.000,5.7,10.6,0.333,-3.2
9.67,0.000,0,9,0.000,-2.9
9.62,0.000,1.2,12.5,0.667,-1.5
16.5,0.000,3.3,11,0.000,1.5
5.25,0.000,3.6,9.4,0.000,-5.6
13.5,1.000,0,6.6,0.000,-3.5
11.38,1.000,0,5.8,0.000,-5.3
5.63,1.000,0,4.5,0.000,0.2
6.87,0.000,0.2,4.5,0.000,-1.5
10.63,0.000,0,6.6,0.333,-3
8.63,0.000,0.4,6,0.000,-1
7.33,0.000,1.3,3.9,0.333,-5.8
11,0.000,0,7.5,0.333,-2
9.54,0.000,0,8.9,0.000,2.6
9.96,0.000,0,7.5,0.000,-0.6
6.21,0.000,0,7.7,0.000,4
3.92,1.000,0,10.4,0.000,-1.8
7.75,0.000,1,8.5,0.000,-1.2
14.79,1.000,0,11.2,0.000,5
9,0.000,4,10.8,0.333,-6.8
10.21,0.000,2.5,9.4,0.000,1.8
13.54,0.000,0,7.7,0.000,1.3
13.29,0.000,4.9,8.2,0.000,-4.3
10.08,0.000,0.6,8.4,0.000,-2.4
11.79,0.000,1.9,9.7,0.000,3
9.25,0.000,0.3,12,0.000,1.6
13.13,0.000,0,13,0.000,1.5
12.92,0.000,0,12,0.000,1
16.17,0.000,0.7,11.1,0.000,3.5
14.67,0.000,0,12.4,0.000,4.5
16.88,0.000,0.4,12.9,0.000,10
20.12,0.000,0.2,11.5,0.000,5.1
10,0.000,0,10.3,0.000,-1
9.96,1.000,0,9.1,0.000,-5.8
10.41,0.000,1.5,9.7,0.000,2.1
7.96,0.000,0,9.8,0.000,1
6.25,0.000,0.1,7.6,0.333,-8.1
5.66,0.000,0,8.4,0.333,-1
4.5,0.000,0,7.5,0.000,1.5
9.38,1.000,0,7.3,0.000,-0.9
11,1.000,0,7,0.000,-5.8
12.54,0.000,0,7.4,0.000,-1.2
14.62,0.000,1.6,6.4,0.000,-0.6
7.17,0.000,4,6.8,0.000,-2
4.54,0.000,0.1,8.5,0.333,-8.2
10.5,0.000,5.2,8.8,0.333,-9.4
19.08,0.000,0.7,8.2,0.000,0.6
14.83,0.000,6,6.8,0.000,0.2
16.17,0.000,0,9.4,0.000,-0.4
16.33,0.000,0,7.6,0.000,-1
15.09,0.000,1.9,9.6,0.000,-2
12.04,0.000,0.2,11.7,0.000,2.3
13.75,0.000,2.7,10.6,0.000,-0.5
23.04,0.000,2.7,8.1,0.000,1
20.88,0.000,0.5,10,0.000,-0.6
21.92,0.000,0,11.1,0.000,1
18.71,0.000,0,11.4,0.000,3.8
14.71,0.000,0.2,13.2,0.000,4
15.46,0.000,0,13.4,0.000,1.4
19.17,1.000,0,11.8,0.000,4
16.75,0.000,0.2,12.8,0.000,8
9.25,0.000,5.8,11,0.000,-1.2
22.83,0.000,1.1,9.2,0.000,1.5
26.54,0.000,1.5,6.8,0.000,-1
16.71,0.000,0.5,10.1,0.000,-6
22.29,0.000,0.8,13.9,0.000,5
17.92,0.000,0,9.9,0.000,-1
14.71,0.000,0.1,11.4,0.000,-1.8
25.25,0.000,0.4,11.6,0.000,3.2
17.08,0.000,0.2,11.4,0.000,3
19.95,0.000,0,12.4,0.000,1.5
17.21,0.000,0,11.9,0.000,-0.5
20.38,0.000,0,17,0.000,3.2
17.04,0.000,0.4,12,0.000,4
15.04,0.000,0.2,10.4,0.000,-1.5
16.29,0.000,0,11.7,0.000,-1.1
17.12,0.000,1,12.8,0.000,4.7
20.38,0.000,2.2,10.1,0.000,-3.6
19.62,0.000,0.8,8.7,0.000,-2.1
18.16,0.000,0.1,7.9,0.000,-1.2
15.09,0.000,1.2,8.6,0.000,-3.8
11.5,0.000,1.5,9.5,0.333,-5.8
6.96,0.000,0,7.6,0.333,-6
13.54,0.000,0,11.7,0.000,2.2
15.83,0.000,0,11.9,0.000,4.9
19.67,0.000,0,12.9,0.000,5.6
18.54,0.000,0.3,12.5,0.000,-0.9
15.92,0.000,0,12,0.000,4.1
15.16,0.000,3.3,9.6,0.000,-0.5
18.05,0.000,0,9.9,0.000,5
17.12,0.000,0,8.8,0.000,3.7
11.83,0.000,0.2,10.3,0.000,3.1
7.79,0.000,0,10.6,0.000,4.2
8.71,0.000,0,11.4,0.000,0.6
4.54,0.000,0,11.2,0.000,-5.1
9.38,0.000,0,14.6,0.000,-4.9
6.29,0.000,0,19.1,0.000,0.5
12.79,0.000,0,16.6,0.000,1.5
7.08,0.000,0,14.4,0.000,-1.5
17.71,0.000,2.6,14.4,0.000,5.8
18.12,0.000,1.5,11.8,0.000,1
12.33,0.000,1.5,10.8,0.000,-2
10.88,0.000,3.2,14.6,0.000,-3.5
7.5,0.000,1.5,14.8,0.000,2.2
10.71,0.000,1.9,15.5,0.000,7.5
6.83,0.000,0,13.4,0.000,-2
9.38,0.000,1.4,14,0.000,6.3
7.38,0.000,0,14.1,0.000,-1.4
6.46,0.000,0,21,0.000,0.5
5.58,0.000,0,22.1,0.000,3
13.13,0.000,0.3,15.9,0.000,0.5
13.83,0.000,1.4,11.9,0.000,-1.5
8.75,0.000,0.4,9.9,0.000,-3.8
15.29,0.000,0.6,13.7,0.000,2.2
9.21,0.000,1.9,13,0.000,2.5
9.29,0.000,2.3,12.6,0.000,-4.2
10.71,0.000,4,14.6,0.000,5.8
6.46,0.000,3.6,14.5,0.000,4.6
2.29,0.000,0.6,11.8,0.000,7
9.83,0.000,4.8,9.8,0.000,7.4
7.79,0.000,2.1,8.7,0.000,4.5
8.5,0.000,0,10.8,0.000,5.1
9.5,0.000,3.7,12.9,0.000,-3.1
15.09,0.000,2.6,15,0.000,5.7
18.58,0.000,1,14.3,0.000,3.9
14.62,0.000,4.4,12.8,0.000,2.4
16.83,0.000,3.9,12.9,0.000,2.1
11.34,0.000,5.1,15.7,0.000,3.5
12.79,0.000,4.1,14.5,0.000,5.1
8.83,0.000,3.1,14,0.000,4.1
9,0.000,1.4,15.6,0.000,-0.4
3.63,0.000,2.9,12.9,0.000,-2.1
4.25,0.000,3.2,13.9,0.000,3.6
6.29,0.000,1.9,12.4,0.000,-1.5
2.83,1.000,0,15.6,0.000,6
4.79,0.000,0,18.4,0.000,0
3.88,1.000,0,17.2,0.000,1
5.09,1.000,0,17.4,0.000,8.2
10,0.000,0,19.8,0.000,9.4
8.75,1.000,0,19.4,0.000,12.2
10.88,0.000,1.6,19.1,0.000,2
16.38,0.000,0.4,21.5,0.000,10.8
8.67,0.000,2.3,16,0.000,3.6
8.17,0.000,0,17,0.000,-1.5
3.92,0.000,0,18,0.000,8.8
5,0.000,0,18.2,0.000,0.1
2.75,0.000,0,18.9,0.000,0
4.67,0.000,0,21.1,0.000,0.5
1.79,0.000,0,20.5,0.000,1.4
2.46,0.000,0,20.9,0.000,7.9
3.04,0.000,0,21.1,0.000,2.7
2.79,0.000,0,21.2,0.000,2.4
8.63,0.000,0.3,17.4,0.000,4.2
15.16,0.000,0.7,18.2,0.000,11
11.34,0.000,0.7,17.8,0.000,5
8.33,0.000,3.3,20.6,0.000,9
6.08,0.000,2.5,15,0.000,-2.6
7.92,1.000,0,19.8,0.000,8.8
6.21,0.000,0,16.8,0.000,0
3.54,0.000,0,18.5,0.000,4.4
5.37,0.000,0,19,0.000,7
14.42,0.000,0,23.8,0.000,7.8
12.17,0.000,0,18,0.000,9
6.5,0.000,0,18,0.000,-3
6,0.000,1.3,20.6,0.000,8
11.58,0.000,2.9,17.7,0.000,5.3
13.29,0.000,2.9,17.1,0.000,5.8
4.96,0.000,0,19.8,0.000,8.1
5.83,0.000,0,20.1,0.000,3.6
8.46,0.000,0.2,20.2,0.000,11.9
9.25,0.000,0.3,21,0.000,9.3
12.58,0.000,0,17.7,0.000,5.2
10,0.000,0,21.6,0.000,4
8.25,0.000,0.2,19,0.000,8.8
4.25,0.000,0.5,22.5,0.000,12.1
3.46,0.000,0,22,0.000,4.5
5.5,0.000,2.4,19.8,0.000,8.6
7.04,0.000,0.2,21,0.000,11.5
4.71,0.000,5,20,0.000,8.5
7.12,0.000,5.5,20.8,0.000,9.4
6.63,0.000,0.4,20,0.000,6.4
6.25,0.000,0.3,17.5,0.000,0.9
4.04,0.000,0,18,0.000,2.5
3.21,0.000,0,18.4,0.000,4
3.54,0.000,0,21.5,0.000,6.6
11.29,0.000,0.2,17.8,0.000,7.2
7.12,0.000,0.1,19.6,0.000,0.2
10.71,0.000,0.5,23,0.000,13.7
6.25,0.000,0,18.3,0.000,9.8
7.58,0.000,4.2,17.8,0.000,3.3
8.08,0.000,1.3,22.5,0.000,8.5
8.12,0.000,1.3,20.7,0.000,13
3.83,0.000,2.4,18.5,0.000,8.6
7.62,1.000,0,19.2,0.000,7.6
5.5,0.000,4.1,17.4,0.000,-0.1
11.46,0.000,1.2,17,0.000,4.4
11.71,0.000,2.1,15.4,0.000,1.4
6.71,0.000,0,17.7,0.000,-4.5
11.63,0.000,5.8,18.7,0.000,10.1
7.38,0.000,0.4,18.5,0.000,8.6
4.5,0.000,0,20,0.000,4.1
4.88,0.000,3.5,19.3,0.000,10.5
11.5,0.000,4.2,17.6,0.000,7.5
15.71,0.000,0,16,0.000,7.5
15.5,0.000,0.1,17,0.000,10.2
11.54,0.000,3.5,18.6,0.000,5.5
10.96,0.000,2.1,17.2,0.000,3
4.33,0.000,0,17,0.000,9.1
3.37,0.000,0,17.4,0.000,1.2
5.17,0.000,0,19,0.000,1.2
3.54,1.000,0,19.4,0.000,5.2
3.92,1.000,0,21.4,0.000,5.4
2.83,0.000,0,20.6,0.000,4.5
3.79,0.000,0,21.4,0.000,9.8
4.54,0.000,3.3,19,0.000,10
4.71,0.000,1,18.2,0.000,9
5.71,0.000,0,19.2,0.000,5.6
10.54,0.000,0,19,0.000,6.1
12.96,0.000,3.7,18.2,0.000,4
3.96,0.000,2.3,13.5,0.000,9.5
8.87,0.000,0.6,18.8,0.000,0.6
15,0.000,2.6,18,0.000,5.2
19.67,0.000,2.3,16.5,0.000,5.5
14.54,0.000,2,16.5,0.000,4.5
22.34,0.000,2.1,15.2,0.000,5.6
12.75,0.000,0.1,15.2,0.000,3.5
5.41,0.000,0,17.2,0.000,3.1
4.54,0.000,0,16,0.000,-2.3
8.58,1.000,0,17.2,0.000,9
3.67,0.000,0,16.5,0.000,1
1.83,0.000,0,17.5,0.000,-1
2.96,0.000,0,19.2,0.000,-1.1
4.25,0.000,5.5,16.4,0.000,-1.2
10.08,0.000,2.5,15.8,0.000,1.5
11.46,0.000,1.5,14.5,0.000,3.8
9.33,0.000,1.2,16.4,0.000,5
7.83,0.000,0,16,0.000,-1.6
4.92,0.000,1.1,14.2,0.000,6.8
10.08,0.000,0.9,18,0.000,7
11,0.000,0.8,17.1,0.000,5
9.54,0.000,1.1,18,0.000,7
9.33,0.000,1.3,18.5,0.000,6.5
11.21,0.000,0,18.3,0.000,5
7.21,0.000,3.3,16,0.000,4.6
17.83,0.000,0,16.1,0.000,4.5
15.34,0.000,3.4,16.4,0.000,6.2
15.92,0.000,1,14.2,0.000,2.2
18,0.000,2.1,15.7,0.000,4.5
15.09,0.000,0,14,0.000,2
6.83,0.000,3.7,14.5,0.000,-3.5
15.5,0.000,0.5,17.4,0.000,6.6
11.38,0.000,1.7,17.5,0.000,4.4
14.58,0.000,3.1,17.3,0.000,12.4
4.42,0.000,1.1,13.7,0.000,2.8
10,0.000,1.1,12.2,0.000,0.5
8.38,0.000,0.3,15.4,0.000,-4.5
15.67,0.000,0.3,13.8,0.000,4.2
19.33,0.000,0.3,14.6,0.000,6.3
13.25,0.000,1.1,13.9,0.000,2.9
16.21,0.000,0.9,10.3,0.000,-1.6
10.04,0.000,2.6,13.9,0.000,-7.5
14.29,0.000,1.2,14.9,0.000,0.5
14.42,0.000,0,14.5,0.000,2.7
7.38,0.000,0,12.3,0.000,-1.5
11.71,0.000,0,14.5,0.000,0
10.34,0.000,1.3,15.2,0.000,-0.2
21.29,0.000,3.1,14.6,0.000,8
22,0.000,2.2,12.4,0.000,1.8
11.79,0.000,0.5,9.5,0.000,-4.5
10.04,0.000,0,9.8,0.000,-3.4
14.46,0.000,3.4,10,0.000,-2.5
19.12,0.000,1.9,8.6,0.000,-2.5
10.67,0.000,0,9.2,0.000,-5
7.17,0.000,0,8.9,0.333,-11.2
12.79,0.000,0,8.5,0.000,-6.4
10.34,0.000,5.9,7.6,0.000,-4.2
5.91,0.000,0,8.5,0.333,-7.7
4.46,0.000,0.5,7.6,0.000,-6
10.83,0.000,0,9.5,0.000,0.1
12.54,0.000,0.6,12.8,0.000,-1.3
17.62,0.000,0.2,13.2,0.000,6.9
5.5,0.000,0,13.5,0.000,-3.5
12.38,0.000,1,13.2,0.000,3
14.92,1.000,0,9.6,0.000,0.5
14.58,1.000,0,8.8,0.000,-2.5
6.54,0.000,0,6.6,0.000,-7
2.17,0.000,0,7,0.333,-9.8
3.04,1.000,0,8.4,0.333,-10.2
2.71,0.000,0.2,10.6,0.333,-4.8
0.58,0.000,0,10.3,0.000,1.6
3.83,0.000,0,10.2,0.000,0.1
4.25,0.000,0,9.8,0.000,-3.5
0.54,0.000,0,9.2,0.000,-6
3.42,0.000,5.5,9.5,0.000,-5.2
8.87,0.000,0,6.5,0.000,-2
9.29,0.000,1.5,9.1,0.333,-8.5
17.88,0.000,0,10.8,0.000,5
13.88,0.000,4.8,11.5,0.000,-0.3
11.29,0.000,0,12.1,0.000,-0.1
5.88,0.000,0,10.5,0.000,6.1
4.83,0.000,0,11.6,0.000,4.6
10.17,0.000,0.2,9.3,0.000,0.3
16.62,1.000,0,10.2,0.000,-0.4
19.75,0.000,1.9,11,0.000,5.8
12.25,0.000,1.2,5.2,0.000,-1
12.62,0.000,0.7,4.5,0.333,-6.5
15.79,0.000,2.4,2,0.333,-6
12.29,0.000,0,1.9,0.333,-8.5
8.83,0.000,2.3,3,0.333,-11
12.83,0.000,1.5,7.6,0.333,-3.2
10.29,0.000,0.2,8.3,0.000,3.8
6.67,1.000,0,8.6,0.000,3.4
9.21,1.000,0,7.6,0.000,3.2
16.21,0.000,1.4,9.5,0.000,3.5
6.13,1.000,0,7.8,0.000,-4
1.63,0.000,0.4,5.4,0.333,-10.8
10.34,0.000,0,7.2,0.667,4.5
10.58,0.000,1.6,11.9,0.000,-2
18.88,0.000,1.6,12.7,0.000,6.5
14.17,0.000,2.3,10.6,0.000,2.6
19.25,1.000,0,8.3,0.000,2.3
10.08,0.000,1.4,10.4,0.000,2
16.25,1.000,0,5.6,0.000,-1.8
10.63,1.000,0,5.6,0.000,-3
14.58,0.000,4.1,7.2,0.000,0.6
18.16,0.000,1,8.3,0.000,2.6
12.67,0.000,4.9,7.8,0.000,-6.5
17,0.000,0.4,7.6,0.000,-1.7
9.75,0.000,0.5,6.8,0.000,-0.5
9.87,0.000,0.9,4.7,0.000,-2
7.12,0.000,2.1,4.5,0.333,-7
14.88,0.000,0,4.9,0.000,1.1
10.96,0.000,0.3,3,0.333,-9.6
4.42,0.000,1,3.4,0.333,-1.4
10,0.000,3.1,8.2,0.000,-0.5
10,0.000,2.8,12.4,0.000,-1.9
15.54,0.000,0.6,12.6,0.000,4.5
20.12,0.000,1.4,10.8,0.000,2
16.42,0.000,0.3,11.5,0.000,6
8.08,1.000,0,10.4,0.000,3.2
3.46,0.000,0.1,9.8,0.000,-2.2
0.46,0.000,0,8.4,0.000,-0.6
0.54,0.000,0,8.3,0.000,3
8.75,0.000,0,8,0.000,1
13.04,0.000,0,8,0.000,-3
19.79,0.000,0,9.5,0.000,4
14.5,0.000,0,9.2,0.000,3.9
12.29,0.000,1.9,10.5,0.000,2.8
8.75,0.000,0,7.3,0.000,-6.4
17.62,0.000,0.3,12.6,0.000,-0.7
16.92,0.000,0.8,13.6,0.000,5
16,0.000,1.9,11.8,0.000,9.4
15.59,0.000,0.7,8,0.000,-1.1
13.46,0.000,0,6.7,0.000,-1
9.29,0.000,0.2,7.4,0.333,-6.6
15.04,0.000,1.5,8.5,0.333,-8.6
6.67,1.000,0,4.2,0.000,-3
8.71,0.000,0.9,1.8,0.333,-12
5.63,1.000,0,4.4,0.333,-3.8
1.75,1.000,0,5,0.333,-6
10.04,1.000,0,5.8,0.000,-0.2
14.71,0.000,4.9,5.8,0.000,4
6.42,0.000,0.3,7.5,0.000,3
9.92,0.000,0.1,7.8,0.000,-2
14.71,0.000,0,6,0.000,2.3
5.71,0.000,0,6.7,0.000,-1.5
6.17,0.000,0.7,5.6,0.333,-7.5
7.58,0.000,0,8.7,0.000,-1.2
3.63,0.000,0,7.3,0.333,-8.2
3,0.000,0,8,0.333,-3.3
2.37,0.000,0,7.4,0.333,-6.9
12.12,0.000,0.7,5.4,0.333,-4.6
14.92,0.000,0,4.7,0.000,-2.5
8.46,0.000,0.3,5.4,0.000,-2.9
8.29,0.000,0,3.6,0.333,-10.9
9.87,1.000,0,4.4,0.333,-8.7
4.83,1.000,0,6.4,0.333,-10.5
6.21,0.000,0,6.5,0.000,-6
11.83,0.000,0,9.4,0.000,-7
5.54,0.000,0,8.6,0.000,-4.4
4.63,0.000,0,5.5,0.000,-0.2
7.08,0.000,0,10.3,0.333,-4.2
7.54,0.000,0,10.5,0.000,-7
10.75,0.000,0,10.2,0.333,-7.5
16.92,0.000,0,14,0.000,2
16.92,0.000,0,9.8,0.000,2.2
10.75,0.000,0,7,0.333,-6.5
5.79,0.000,0,9.6,0.333,-9
8.12,0.000,0,10.7,0.333,-8
11.08,0.000,0,12,0.000,-1.6
11.34,0.000,0,11.5,0.000,5.3
6.25,0.000,0,9.7,0.000,4.9
15.71,0.000,2.7,10.5,0.000,1.5
13.04,0.000,1.9,8.9,0.000,-0.6
14.5,0.000,1.4,7.3,0.000,-1.1
19.95,0.000,2.3,12.5,0.000,-4.1
24.5,0.000,3.9,8.4,0.000,-1
21.09,0.000,1.2,9.1,0.000,-0.5
11.25,0.000,0.9,8,0.000,0
7.67,0.000,0.8,7.6,0.000,-3.5
13.29,0.000,0.8,13.7,0.000,-3.5
4,1.000,0,12.2,0.000,-0.8
13.67,0.000,5.5,11.8,0.000,-2
20.5,1.000,0,12.6,0.000,3.5
6.04,0.000,0,16,0.000,-1.2
6.38,0.000,0,11.1,0.000,4.5
8.5,0.000,0,12.5,0.000,-5.5
16.71,0.000,0,12.7,0.000,0.6
21.12,0.000,1.8,13,0.000,7.3
17,0.000,0.5,9.3,0.333,-5.6
13.29,0.000,0.1,7.6,0.000,-3.5
6.58,0.000,0,6.8,0.333,-8.5
10.08,0.000,0,9.1,0.333,-7.8
9.33,0.000,0,11.2,0.000,-5
5.71,1.000,0,8.1,0.333,-6
4.63,1.000,0,9.2,0.333,-9.5
4.96,0.000,0,11.8,0.000,-7.2
4.83,0.000,0,12.8,0.000,-5.8
5.75,0.000,0,10.5,0.333,-6.2
8.5,0.000,0,9.2,0.000,-2.4
7.38,0.000,0,9.4,0.333,-6.5
11.75,1.000,0,9.5,0.000,-3.6
11.17,0.000,2,11.4,0.000,0.6
14.29,0.000,5.4,11.1,0.000,5.5
11.46,0.000,0,14.5,0.000,2
8.38,0.000,0.4,15.7,0.000,0.9
3.17,0.000,0.4,13.6,0.000,5.5
7.96,0.000,0,15.2,0.000,-1
7.58,0.000,0,16,0.000,3.1
6.17,0.000,0,14,0.000,-1.4
5.66,0.000,0,15.1,0.000,-4.9
12.62,0.000,0,15,0.000,1.4
8.17,0.000,3,14.8,0.000,7
9.29,0.000,5.3,13.1,0.000,1.9
6.21,0.000,0.1,9.8,0.000,6.5
3.88,1.000,0,13.2,0.000,-1.5
3.17,0.000,1.4,14.4,0.000,-1.8
6.96,0.000,0.9,12.5,0.000,7.5
3.63,0.000,3.2,9.4,0.000,0.5
6.92,0.000,1.7,11.4,0.000,-3
15.96,0.000,0.4,9,0.000,4
7.33,0.000,0.1,9,0.000,0.7
13.5,0.000,0,9,0.000,1.2
9.96,0.000,0.2,11.8,0.000,2
16.25,0.000,2.5,13.4,0.000,5.4
12,0.000,0.9,11,0.000,3.7
5.58,0.000,1.9,14,0.000,0.1
6.92,0.000,0.5,14.8,0.000,3.1
16.58,0.000,0,17,0.000,9.5
8.79,0.000,0,14.1,0.000,3.8
4.46,0.000,1.1,13,0.000,-0.9
5.37,1.000,0,11.6,0.000,-0.5
3.33,0.000,0,13.5,0.000,-4.5
5.29,0.000,0,12.2,0.000,-1.8
3.92,1.000,0,12.4,0.000,-2
4.12,1.000,0,11,0.000,2.5
5.04,0.000,0,14.6,0.000,-4
10.08,0.000,5,16.2,0.000,1.2
3.46,0.000,1.3,13.2,0.000,10.6
3.29,0.000,0,15.4,0.000,6.6
3,0.000,0,19.1,0.000,3.8
4.25,0.000,0,19.3,0.000,9
3.04,0.000,1.1,17,0.000,12
4.96,0.000,0,18.4,0.000,3.5
4.54,0.000,0,16.6,0.000,9
3.29,0.000,0.7,19.5,0.000,9.5
7.83,0.000,0,15.9,0.000,9.5
6.13,0.000,0.2,17,0.000,3.4
11.08,0.000,0,16.6,0.000,1.9
6.5,0.000,1.3,14.8,0.000,7.9
3.54,0.000,1.6,16.3,0.000,7
2.96,0.000,0,20.2,0.000,1.6
1.87,0.000,0,21,0.000,6.2
4.67,0.000,0,20.5,0.000,6.5
3.67,0.000,0,19.8,0.000,7.5
3.33,0.000,0,20,0.000,7.4
5.33,0.000,0,22.4,0.000,5
3.42,0.000,0,21.2,0.000,7.5
3.13,0.000,0,20.8,0.000,7.5
5.13,0.000,0,21.6,0.000,7.5
5.96,0.000,0,19.4,0.000,8.5
5.41,0.000,3,16.5,0.000,6.4
10.41,0.000,5.6,16.4,0.000,6.6
13.75,0.000,1.2,16,0.000,8.5
8,0.000,1,17.8,0.000,5.4
11.75,0.000,2.5,19.2,0.000,11.5
5.37,0.000,1.5,17.5,0.000,10.5
8.21,0.000,0,14,0.000,9.6
9.13,0.000,0,20.9,0.000,7.9
12,0.000,0.5,23.4,0.000,12.5
2.71,0.000,5.4,17.6,0.000,10.2
12.38,0.000,1.6,15.4,0.000,11.2
15.67,1.000,0,16.4,0.000,8.4
7.96,0.000,0,16.2,0.000,5.8
3.13,1.000,0,16.8,0.000,5.5
2.42,0.000,0.1,17.6,0.000,6
4.12,0.000,0,18,0.000,10.2
3.79,0.000,0,18.4,0.000,4.5
3.46,0.000,2,19.3,0.000,4
10.17,0.000,0,17.3,0.000,7.5
6.67,0.000,0.2,18.7,0.000,7.2
5.25,0.000,0,15.6,0.000,9.2
8.08,0.000,0.1,15.6,0.000,4
12.12,0.000,0.1,17.5,0.000,12.2
11.08,0.000,4,18.4,0.000,5.5
10.04,0.000,0.1,16.4,0.000,10.1
4.58,0.000,0,18.9,0.000,5.1
2.46,0.000,0.1,18,0.000,6
5.37,0.000,0.3,19.5,0.000,9
4.46,0.000,0,22.5,0.000,12
